Equipo,Escenario,Uso_CPU,Uso_Memoria
Ryzen 7,YouTube,52.11988585204787,52.14480807428756
Ryzen 7,YouTube,47.23369922653096,45.47240045220806
Ryzen 7,YouTube,47.64952602019338,52.25894012247812
Ryzen 7,YouTube,39.550661643672214,44.55732644842625
Ryzen 7,YouTube,52.923965075057744,45.53641478025315
Ryzen 7,YouTube,46.98460313660536,50.83214681501425
Ryzen 7,YouTube,42.58563881961092,48.42991849069694
Ryzen 7,YouTube,47.59325150723927,50.350365844078226
Ryzen 7,YouTube,46.41584237021072,50.43222902552004
Ryzen 7,YouTube,45.940813226984396,42.240039719939375
Ryzen 7,YouTube,48.67744148408688,49.38206636108265
Ryzen 7,YouTube,42.83417985564299,53.2388639425551
Ryzen 7,YouTube,49.010021146008135,50.27891065890721
Ryzen 7,YouTube,50.2263952980001,42.19716110853709
Ryzen 7,YouTube,42.41731456923596,49.22829540470415
Ryzen 7,YouTube,41.45759359626367,48.208473323826915
Ryzen 7,YouTube,47.11943591657762,48.69079504358451
Ryzen 7,YouTube,42.301459538557104,51.96615790260963
Ryzen 7,YouTube,45.968920286291734,49.51784428465154
Ryzen 7,YouTube,47.53555121075391,51.564049948044335
Ryzen 7,YouTube,44.59026581320446,47.78728102146265
Ryzen 7,YouTube,45.28717041025764,47.605814188326114
Ryzen 7,YouTube,48.714581655974584,46.12172529878394
Ryzen 7,YouTube,42.28978281807073,48.24199512751179
Ryzen 7,YouTube,41.63316219280395,43.95415818732322
Ryzen 7,YouTube,46.88415863143213,48.47519049279509
Ryzen 7,YouTube,41.398109483032314,48.713352524072604
Ryzen 7,YouTube,46.859014557410894,52.52812568515591
Ryzen 7,YouTube,48.07178101375553,51.543297991468215
Ryzen 7,YouTube,49.23229160173756,49.23774154068925
Ryzen 7,YouTube,47.78897350629323,47.946490787747194
Ryzen 7,YouTube,40.74180528715441,47.173229514338054
Ryzen 7,YouTube,41.133278200530846,49.422807480472486
Ryzen 7,YouTube,47.12040258026346,46.09205755488939
Ryzen 7,YouTube,49.11216360630221,45.645845935319166
Ryzen 7,YouTube,44.121402444067876,48.18020381962171
Ryzen 7,YouTube,47.56416975848124,44.50971626130078
Ryzen 7,YouTube,43.37974349333417,44.98565593922218
Ryzen 7,YouTube,45.52231244932468,44.443088093985764
Ryzen 7,YouTube,43.77743040945611,47.94249779881453
Ryzen 7,YouTube,45.77624583783414,46.1452139615242
Ryzen 7,YouTube,41.565959567280004,51.986337530382116
Ryzen 7,YouTube,46.444698640542654,50.30705107372132
Ryzen 7,YouTube,42.83193159046286,45.33687444674808
Ryzen 7,YouTube,44.860321471219535,47.978135862062885
Ryzen 7,YouTube,48.960156028518014,44.38846202940669
Ryzen 7,YouTube,44.2035150033254,50.54087921479124
Ryzen 7,YouTube,39.61558053190277,48.60484371589578
Ryzen 7,YouTube,45.16248480988321,47.57249422821233
Ryzen 7,YouTube,46.682317250557055,52.77890048284824
Ryzen 7,YouTube,49.984024850523895,47.12287503073128
Ryzen 7,YouTube,47.55510566026046,48.57260137373305
Ryzen 7,YouTube,46.39786822465258,48.93432001282277
Ryzen 7,YouTube,44.29979899989995,54.25556376755354
Ryzen 7,YouTube,47.67092715696633,43.820067256674214
Ryzen 7,YouTube,47.23810008284635,50.691259529981885
Ryzen 7,YouTube,42.38618490659366,44.888026296076724
Ryzen 7,YouTube,46.30643787791545,49.17178706765213
Ryzen 7,YouTube,41.54652803396566,43.96968348893281
Ryzen 7,YouTube,42.60417334745353,51.27905572900766
Ryzen 7,YouTube,38.852069682569045,45.799347922744666
Ryzen 7,YouTube,45.05114970568643,44.36307496989649
Ryzen 7,YouTube,44.488449414649864,48.06485142958866
Ryzen 7,YouTube,41.97673722993741,54.47506104031369
Ryzen 7,YouTube,43.290865120308865,45.22837709161526
Ryzen 7,YouTube,48.55794277653044,47.610057323134036
Ryzen 7,YouTube,42.58024845654849,46.47549706053604
Ryzen 7,YouTube,42.64612881701789,46.34131691704158
Ryzen 7,YouTube,45.96684386300498,44.91891609344569
Ryzen 7,YouTube,42.19028392712392,53.0248869141367
Ryzen 7,YouTube,39.815350900655396,47.840044055575724
Ryzen 7,YouTube,43.11062726088183,48.05748616055627
Ryzen 7,YouTube,46.157173568969256,52.42667251455738
Ryzen 7,YouTube,45.89522929165006,47.74378766129593
Ryzen 7,YouTube,46.67857721333829,54.21494130896109
Ryzen 7,YouTube,45.695852720573775,46.96020952854859
Ryzen 7,YouTube,42.462764415757746,49.689209836089354
Ryzen 7,YouTube,47.45283973863153,44.221106521493304
Ryzen 7,YouTube,46.64584849616104,52.34154748753493
Ryzen 7,YouTube,45.9538835987341,48.309685115798196
Ryzen 7,YouTube,42.40708213283744,43.756013494109204
Ryzen 7,YouTube,43.488266692820815,46.42376752110728
Ryzen 7,YouTube,44.556803805212574,44.08774375710043
Ryzen 7,YouTube,44.44327705922746,44.99427069127344
Ryzen 7,YouTube,49.8814647436387,47.606551496736046
Ryzen 7,YouTube,39.493031194133366,46.87538852352917
Ryzen 7,YouTube,43.816165929121794,51.25394957194116
Ryzen 7,YouTube,45.489220744368374,50.984864417799095
Ryzen 7,YouTube,42.908576977264104,47.748911986043794
Ryzen 7,YouTube,47.93965637216883,50.96741964316825
Ryzen 7,YouTube,47.76803399861879,48.668660073764826
Ryzen 7,YouTube,46.23920798120267,49.642416721533635
Ryzen 7,YouTube,46.502581335030655,45.5061285469603
Ryzen 7,YouTube,45.76583592371426,49.97760904164731
Ryzen 7,YouTube,41.04006727390931,45.58178323703225
Ryzen 7,YouTube,45.895569447312475,44.39167948195861
Ryzen 7,YouTube,41.26742195402589,49.15661940073207
Ryzen 7,YouTube,46.15500681420247,43.093232013150164
Ryzen 7,YouTube,45.3297466175316,48.60622653274569
Ryzen 7,YouTube,46.241616763988226,47.63627372397165
Ryzen 7,YouTube,40.9340223623894,48.44487799590661
Ryzen 7,YouTube,48.6559119349573,40.50215220910493
Ryzen 7,YouTube,47.63767549662656,45.7171012143348
Ryzen 7,YouTube,44.78357355531527,52.97918032773457
Ryzen 7,YouTube,39.07119876158612,43.169476751739644
Ryzen 7,YouTube,46.49901785287477,48.44526758129261
Ryzen 7,YouTube,45.863874826368296,43.499093686413715
Ryzen 7,YouTube,44.66464872329564,40.91505627657654
Ryzen 7,YouTube,49.06411730723273,49.3670143198841
Ryzen 7,YouTube,48.24979731699183,48.62659570639093
Ryzen 7,YouTube,39.33228129124727,46.603829345666895
Ryzen 7,YouTube,46.59282656284042,45.264286750045756
Ryzen 7,YouTube,41.26283146119471,51.724373712943155
Ryzen 7,YouTube,46.478699763054024,47.485088697315994
Ryzen 7,YouTube,43.29518898724627,47.7029324980091
Ryzen 7,YouTube,50.51249091860524,43.95609632381337
Ryzen 7,YouTube,45.6337302909186,45.85225674897092
Ryzen 7,YouTube,42.881853903103696,47.6626748184232
Ryzen 7,YouTube,47.47264680985994,49.89444919393927
Ryzen 7,YouTube,45.678639133763895,50.17939007798185
Ryzen 7,YouTube,42.78527724122044,50.634551921297046
Ryzen 7,YouTube,46.893339595813146,46.19702993275384
Ryzen 7,YouTube,45.16654354523889,45.166884585009825
Ryzen 7,YouTube,45.49589313336669,46.43057606727983
Ryzen 7,YouTube,48.83858323743976,43.25836167235764
Ryzen 7,YouTube,46.17138342825059,45.63663083384436
Ryzen 7,YouTube,41.25863182384865,53.75866816773198
Ryzen 7,YouTube,43.32238950904288,48.242842386653564
Ryzen 7,YouTube,37.35793223012873,45.006156371285314
Ryzen 7,YouTube,47.348609032473206,47.40356613661719
Ryzen 7,YouTube,49.5299708453759,49.486411162962845
Ryzen 7,YouTube,45.482794363155605,45.96894037695898
Ryzen 7,YouTube,42.32901229921129,46.01815692629675
Ryzen 7,YouTube,46.200795270276146,51.22124499820372
Ryzen 7,YouTube,44.62563127343728,45.5345577519703
Ryzen 7,YouTube,42.71489766379921,48.49537916232616
Ryzen 7,YouTube,45.2985570441469,42.64076760037712
Ryzen 7,YouTube,44.46782145795274,54.575134754878164
Ryzen 7,YouTube,41.25301153280013,51.199799338399096
Ryzen 7,YouTube,45.61065205952877,47.031140361465596
Ryzen 7,YouTube,38.145720653686816,49.791958671169766
Ryzen 7,YouTube,44.249579099092145,52.755418026274924
Ryzen 7,YouTube,46.636719971329846,42.988181419439215
Ryzen 7,YouTube,48.701582487001936,47.94768238474211
Ryzen 7,YouTube,49.364350771950285,48.741522970139954
Ryzen 7,YouTube,46.088559589213205,48.66974531690858
Ryzen 7,YouTube,40.85036862483644,47.63778899248766
Ryzen 7,YouTube,40.00212191786766,45.98730726761897
Ryzen 7,YouTube,49.02493519262628,47.2398212938711
Ryzen 7,YouTube,47.32644672021768,47.374610942310355
Ryzen 7,YouTube,46.30719412097909,47.9412136469906
Ryzen 7,YouTube,43.86314056052843,43.92929421536692
Ryzen 7,YouTube,45.569037763803685,42.76897771958984
Ryzen 7,YouTube,47.868117249863225,49.17573946492252
Ryzen 7,YouTube,41.86834427838586,48.792491734660736
Ryzen 7,YouTube,44.68291567370617,48.08196570524099
Ryzen 7,YouTube,43.28974702887724,47.49186504923612
Ryzen 7,YouTube,40.39067818111251,50.966424052902155
Ryzen 7,YouTube,50.39019587911525,46.92201558654419
Ryzen 7,YouTube,42.368749681047966,45.69097560704906
Ryzen 7,YouTube,44.820848869254874,46.716942236627524
Ryzen 7,YouTube,46.38117703844809,50.0567928611845
Ryzen 7,YouTube,45.19729651820398,49.36050953162898
Ryzen 7,YouTube,42.23533968405179,48.63917242992818
Ryzen 7,YouTube,48.9111644160466,49.27733942071273
Ryzen 7,YouTube,51.678469538503215,44.47140174834945
Ryzen 7,YouTube,42.90379279734432,51.032795003967905
Ryzen 7,YouTube,44.95449269016481,40.48934710952539
Ryzen 7,YouTube,42.62650858466322,42.400469732782724
Ryzen 7,YouTube,48.595021389931404,48.27090314508106
Ryzen 7,YouTube,44.018513002232694,46.934088656751456
Ryzen 7,YouTube,43.1060436965574,44.49206066427722
Ryzen 7,YouTube,45.43938298648296,46.49789092792497
Ryzen 7,YouTube,44.54533632252154,50.22080499827253
Ryzen 7,YouTube,45.945774936879246,46.39114140044576
Ryzen 7,YouTube,47.18213270790995,49.26614518163873
Ryzen 7,YouTube,44.443991675837296,48.29539777615044
Ryzen 7,YouTube,38.328206952479036,45.73023476740397
Ryzen 7,YouTube,49.86755008370447,49.28484288747103
Ryzen 7,YouTube,44.30289210327301,48.48545356694656
Ryzen 7,YouTube,44.29041176696952,51.303487918829845
Ryzen 7,YouTube,47.035404245265454,44.29369131555428
Ryzen 7,YouTube,44.74030271043304,48.502250554119655
Ryzen 7,YouTube,44.43642362533073,49.22339280779059
Ryzen 7,YouTube,43.74193735342242,39.54768938692669
Ryzen 7,YouTube,44.034845006823254,50.24483058010083
Ryzen 7,YouTube,41.42100548812487,51.59975826852831
Ryzen 7,YouTube,42.13465154654631,52.870431849464616
Ryzen 7,YouTube,47.079038273865464,51.63801655747517
Ryzen 7,YouTube,42.063256936517476,42.038106363195475
Ryzen 7,YouTube,44.10108881538315,49.48575849593068
Ryzen 7,YouTube,49.532830868567906,46.03684106748327
Ryzen 7,YouTube,49.01972226039918,46.71261273347705
Ryzen 7,YouTube,46.2374278610141,49.387537052399324
Ryzen 7,YouTube,44.89699555056338,50.15712764234535
Ryzen 7,YouTube,46.76268903479753,43.95555647805382
Ryzen 7,YouTube,45.05804984932702,47.408060034996815
Ryzen 7,YouTube,44.041741019796234,46.10718137184248
Ryzen 7,YouTube,42.50057028330972,49.823186032946154
Ryzen 7,YouTube,43.80419875555709,46.12045011584299
Ryzen 7,YouTube,44.9937535852534,49.4454599732894
Ryzen 7,YouTube,45.612370104345786,48.97721559829932
Ryzen 7,YouTube,44.302830559649756,54.90138571192982
Ryzen 7,YouTube,43.65610101475651,47.624766151034684
Ryzen 7,YouTube,43.63651347531895,51.204617911196536
Ryzen 7,YouTube,44.20553296583933,46.107688549688234
Ryzen 7,YouTube,42.62892824745165,46.765857900566374
Ryzen 7,YouTube,46.73358493702881,48.69211185009136
Ryzen 7,YouTube,42.43496364142819,50.412257044909225
Ryzen 7,YouTube,49.539215513104075,52.23297449998935
Ryzen 7,YouTube,47.132190628598394,55.32751648148869
Ryzen 7,YouTube,48.304492550216054,42.0839518159695
Ryzen 7,YouTube,46.29614412215024,44.49383069439172
Ryzen 7,YouTube,38.50880749059025,44.143033109624454
Ryzen 7,YouTube,48.38407907368597,43.2783411686669
Ryzen 7,YouTube,44.84059625255165,49.459940672337765
Ryzen 7,YouTube,48.687379715195675,50.79429778483916
Ryzen 7,YouTube,49.30743764338593,47.766168314682574
Ryzen 7,YouTube,43.29971680350669,49.98089888316207
Ryzen 7,YouTube,46.579006925926095,47.91155775582102
Ryzen 7,YouTube,45.828083980773485,49.285184970602195
Ryzen 7,YouTube,41.81414307302952,41.63035270819124
Ryzen 7,YouTube,44.90242538050812,46.01919099887702
Ryzen 7,YouTube,42.01730145980337,45.16612192961812
Ryzen 7,YouTube,45.04303876250339,46.48023000815522
Ryzen 7,YouTube,42.21712594482785,48.92179568557672
Ryzen 7,YouTube,43.850996673060365,47.57848992165395
Ryzen 7,YouTube,48.197812805962066,44.2197352114494
Ryzen 7,YouTube,44.810195469762085,50.67575059941041
Ryzen 7,YouTube,44.50212208206125,46.62490263445746
Ryzen 7,YouTube,45.70623446954742,47.80562526260766
Ryzen 7,YouTube,43.09774290892651,55.99553498645474
Ryzen 7,YouTube,45.53655729557929,46.60177853027276
Ryzen 7,YouTube,45.68687249317402,48.84067564192039
Ryzen 7,YouTube,43.65625294287281,46.324474822421685
Ryzen 7,YouTube,41.72572496257906,47.90346217569034
Ryzen 7,YouTube,45.38400380603822,53.19500220964482
Ryzen 7,YouTube,43.494650239827,47.94153478448882
Ryzen 7,YouTube,42.63655408595396,47.61969924103724
Ryzen 7,YouTube,43.280031105582104,46.60647886607219
Ryzen 7,YouTube,49.125679890923294,48.82779554753008
Ryzen 7,YouTube,38.88772358315387,51.978346911426826
Ryzen 7,YouTube,52.34996157068654,53.35055425437727
Ryzen 7,YouTube,49.51985839342262,43.83373201362795
Ryzen 7,YouTube,44.617820104781515,43.95643354598351
Ryzen 7,YouTube,48.009126252569075,46.24297309746783
Ryzen 7,YouTube,48.49603169223013,53.25412711191644
Ryzen 7,YouTube,45.43440160043677,46.73281181801316
Ryzen 7,YouTube,50.252775406155614,53.1285819113702
Ryzen 7,YouTube,45.99693662273242,40.2587473721411
Ryzen 7,YouTube,41.09484589090873,46.986872088571076
Ryzen 7,YouTube,45.56844729046596,47.89019789268503
Ryzen 7,YouTube,47.48090806918099,47.77257274085928
Ryzen 7,YouTube,46.7488572520259,50.925634417854106
Ryzen 7,YouTube,50.66726225708939,48.65310006396487
Ryzen 7,YouTube,45.40694243131546,46.532020678698885
Ryzen 7,YouTube,39.81184839084145,47.178791127726434
Ryzen 7,YouTube,44.64461342225681,47.65960940068317
Ryzen 7,YouTube,46.76081313680298,42.85683146093318
Ryzen 7,YouTube,44.44506997333846,46.63088474224137
Ryzen 7,YouTube,43.26204372058662,44.42203110778646
Ryzen 7,YouTube,41.35437379961432,47.57744267054242
Ryzen 7,YouTube,52.70856663259244,46.15211276210008
Ryzen 7,YouTube,48.81939242309039,52.13430428858297
Ryzen 7,YouTube,41.56659092532251,47.779644372660584
Ryzen 7,YouTube,46.174170475742336,48.95738463739966
Ryzen 7,YouTube,40.51594909667858,47.61940278098164
Ryzen 7,YouTube,49.3327369298681,44.282971839551365
Ryzen 7,YouTube,44.29516090418732,45.46048444484244
Ryzen 7,YouTube,43.26305618594731,48.65430943073363
Ryzen 7,YouTube,44.92226500490287,48.48756736813565
Ryzen 7,YouTube,43.32964719464834,45.331514912315654
Ryzen 7,YouTube,47.84961579993981,50.201513940417925
Ryzen 7,YouTube,49.88312082608516,56.50155750923939
Ryzen 7,YouTube,49.2765453975582,51.1608636590414
Ryzen 7,YouTube,45.443208517665994,42.729590403691795
Ryzen 7,YouTube,41.83520481418677,44.863286505574585
Ryzen 7,YouTube,45.155007481416526,44.870810845445405
Ryzen 7,YouTube,43.577459763471865,48.80018471724346
Ryzen 7,YouTube,47.09585087342575,49.841026840277756
Ryzen 7,YouTube,46.23593567975385,44.7436110600307
Ryzen 7,YouTube,47.15201340414687,47.1839185304459
Ryzen 7,YouTube,38.958949275851786,47.99492416789199
Ryzen 7,YouTube,41.78210564279074,43.822285658598496
Ryzen 7,YouTube,46.765068727475786,45.63331200630009
Ryzen 7,YouTube,41.05813283491777,45.39705724736471
Ryzen 7,YouTube,44.92224805598673,51.50285341451117
Ryzen 7,YouTube,48.15428353031484,50.49190672187038
Ryzen 7,YouTube,43.53442434268371,43.79885713141783
Ryzen 7,YouTube,40.940817288774014,45.72523032023114
Ryzen 7,YouTube,40.171386669856645,48.6794855773077
Ryzen 7,YouTube,43.68655769553133,47.28094282896741
Ryzen 7,YouTube,44.32501151386789,52.482585533491076
Ryzen 7,YouTube,44.889048463651804,53.28194379017519
Ryzen 7,YouTube,48.67957225355507,48.503674782299605
Ryzen 7,YouTube,48.08277795396054,41.387386700892336
Ryzen 7,YouTube,39.47745214504688,52.442194359226335
Ryzen 7,YouTube,40.636976129224294,43.24114356175793
Ryzen 7,YouTube,48.44124189130317,45.16361597649735
Ryzen 7,YouTube,49.774604360068295,48.21921610747497
Ryzen 7,YouTube,44.48116475936128,45.15763722304856
Ryzen 7,YouTube,48.70141181876434,42.529137032524815
Ryzen 7,YouTube,43.04829354268821,49.141739731003774
Ryzen 7,YouTube,40.89378184573081,45.895926442334684
Ryzen 7,YouTube,42.23561972867222,48.18853546410671
Ryzen 7,YouTube,41.21276689891753,52.23581581138519
Ryzen 7,YouTube,45.33976027934449,46.00106745356119
Ryzen 7,YouTube,51.9117814418998,49.19687909703366
Ryzen 7,YouTube,50.48554842568545,49.49108675209442
Ryzen 7,YouTube,40.57518203768072,48.57860957220696
Ryzen 7,YouTube,42.56444794830712,50.44287614873191
Ryzen 7,YouTube,42.46622950849445,49.29008489752556
Ryzen 7,YouTube,46.68870328047321,44.180228494674104
Ryzen 7,YouTube,47.15452213493176,51.03139035751855
Ryzen 7,YouTube,47.00733735757388,44.23015502774256
Ryzen 7,YouTube,52.519064563346106,45.586103030127994
Ryzen 7,YouTube,51.23684492339445,51.5897394563245
Ryzen 7,YouTube,46.249668393623125,53.15075532705872
Ryzen 7,YouTube,47.303738616308166,47.178229909684255
Ryzen 7,YouTube,50.218479009248156,54.40595620141932
Ryzen 7,YouTube,51.797906707403854,49.31738585427388
Ryzen 7,YouTube,44.492521760903635,48.99394942958142
Ryzen 7,YouTube,43.009702582301244,47.98824254474145
Ryzen 7,YouTube,38.817438972988654,39.924358306931424
Ryzen 7,YouTube,44.809144893132654,44.15866475528388
Ryzen 7,YouTube,45.73983395270727,50.91064941782828
Ryzen 7,YouTube,46.25322391776206,51.848168779595845
Ryzen 7,YouTube,45.82555685827201,47.11123959440915
Ryzen 7,YouTube,43.657013714180664,45.102136943490805
Ryzen 7,YouTube,45.09276612723051,49.17510739696928
Ryzen 7,YouTube,42.25264957377714,47.41769779459749
Ryzen 7,YouTube,49.92867699263393,47.54633420328743
Ryzen 7,YouTube,44.4638810221791,48.6997514920016
Ryzen 7,YouTube,39.87602164016545,51.18756659703643
Ryzen 7,YouTube,43.83767200421439,47.720812211454316
Ryzen 7,YouTube,45.96881250563533,52.03055444950191
Ryzen 7,YouTube,41.60806350722826,44.38218167512081
Ryzen 7,YouTube,44.134692320466854,51.13263249416766
Ryzen 7,YouTube,44.042147497124006,52.10068545619134
Ryzen 7,YouTube,46.07979718718085,43.60375641390791
Ryzen 7,YouTube,48.96352485341767,48.33163374652155
Ryzen 7,YouTube,46.601555095487,46.452556644122105
Ryzen 7,YouTube,43.84550950672012,50.63699819529243
Ryzen 7,YouTube,43.20382166091207,52.40268732914596
Ryzen 7,YouTube,48.00033339284424,48.274213699545605
Ryzen 7,YouTube,46.04949307289398,48.80623693039332
Ryzen 7,YouTube,46.02897157260099,42.21730749913968
Ryzen 7,YouTube,48.23755241784676,45.96927147145765
Ryzen 7,YouTube,44.398161136911824,47.692399747806924
Ryzen 7,YouTube,43.565501314437626,47.08731142438775
Ryzen 7,YouTube,42.10621175506911,45.41232901595839
Ryzen 7,YouTube,47.0108891815242,53.82841117028511
Ryzen 7,YouTube,46.12218852088674,52.921455757795655
Ryzen 7,YouTube,43.76003388578285,48.641984686500294
Ryzen 7,YouTube,48.0129547148037,49.93676150786614
Ryzen 7,YouTube,49.04543528762591,54.146000050011786
Ryzen 7,YouTube,47.6403306795598,44.305959268975826
Ryzen 7,YouTube,44.35170874555553,54.033791420651305
Ryzen 7,YouTube,42.54622875852198,52.26444244390097
Ryzen 7,YouTube,40.38439839809387,42.53127844484322
Ryzen 7,YouTube,49.72328961098259,45.51253893962969
Ryzen 7,YouTube,43.99495571220696,48.813882912778155
Ryzen 7,YouTube,49.2712570370878,49.94110770003858
Ryzen 7,YouTube,41.63076998519705,46.93858586355144
Ryzen 7,YouTube,43.425711641210725,43.47636535653234
Ryzen 7,YouTube,45.784042176300986,54.97626338916183
Ryzen 7,YouTube,48.75660040936333,46.37987432180322
Ryzen 7,YouTube,46.96343089992069,45.488754054128584
Ryzen 7,YouTube,43.678632467066755,45.445040741931365
Ryzen 7,YouTube,44.48752373798868,46.94055275808089
Ryzen 7,YouTube,41.10134820474576,48.362189213062265
Ryzen 7,YouTube,42.34636048730887,44.02376934895918
Ryzen 7,YouTube,48.79384812175598,47.4409813302201
Ryzen 7,YouTube,47.757016574643224,49.655575861904545
Ryzen 7,YouTube,37.64603383126648,45.52164520513449
Ryzen 7,YouTube,43.758001536610706,46.845076813690284
Ryzen 7,YouTube,45.01302655119828,47.0133838467001
Ryzen 7,YouTube,44.51274635014918,45.34690449132068
Ryzen 7,YouTube,39.68543400303792,48.263652723728114
Ryzen 7,YouTube,44.91288192412536,41.78662503374165
